DATA	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	C65	C66	C67	C68	C69	C70	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	C89	C90	C91	C92	C93	C94	C95	C96	C97	C98	C99	C100	C101	C102	C103	C104	C105	C106	C107	C108	C109	C110	C111	C112	C113	C114	C115	C116	C117	C118	C119	C120	C121	C122	C123	C124	C125	C126	C127	C128	C129	C130	C131	C132	C133	C134	C135	C136	C137	C138	C139	C140	C141	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151
R43	0.012859574	0.00724902	0.033442308	0.031113208	0.074618182	1.34375	0.001050508	0.016411667	0.011960317	0.172424242	0.324264706	0.147101449	0.000410556	0.002792	0.003024706	0.4675	0.000723474	0.000674184	0.006955446	0.002066019	1.40E-05	0.003639623	0.000219099	0.000142333	5.58E-05	0.0002056	2.55E-05	0.576058394	0.000263597	0.001057143	0.000118227	0.000540205	0.000124422	0.000126471	0.000107452	9.14E-05	1.72E-05	6.32E-05	3.48E-06	3.43E-05	0	0.000334719	0	4.48E-05	3.05E-06	9.89E-06	3.59E-06	0.000895673	7.71E-05	0.002965126	0.012859574	0.00724902	0.033442308	0.031113208	0.074618182	1.34375	0.001050508	0.016411667	0.011960317	0.172424242	0.324264706	0.147101449	0.000410556	0.002792	0.003024706	0.4675	0.000723474	0.000674184	0.006955446	0.002066019	1.40E-05	0.003639623	0.000219099	0.000142333	5.58E-05	0.0002056	2.55E-05	0.576058394	0.000263597	0.001057143	0.000118227	0.000540205	0.000124422	0.000126471	0.000107452	9.14E-05	1.72E-05	6.32E-05	3.48E-06	3.43E-05	0	0.000334719	0	4.48E-05	3.05E-06	9.89E-06	3.59E-06	0.000895673	7.71E-05	0.002965126	0.012338298	0.00742549	0.032769231	0.032415094	0.077836364	1.289642857	0.001159153	0.016916667	0.011663492	0.190757576	0.339558824	0.15115942	0.000427917	0.003089333	0.003583529	0.475	0.000857474	0.000779082	0.006166337	0.000890194	0	0.003792453	0.000221261	0.000126667	7.80E-05	0.00024272	5.78E-05	0.565693431	0.000245036	0.000959286	0.000117021	0.000467603	0.000135578	0.000139673	0.000104013	6.93E-05	1.49E-05	5.48E-05	6.62E-06	3.17E-05	0	0.000331404	0	0.00014967	2.70E-05	1.67E-05	0.0000206	0.000928365	6.95E-05	0.002876471	0
R44	0.036234043	0.000324902	0.003221154	0.004626415	16.07818182	5.082142857	0.005433898	0.01179	0.015520635	0.084651515	1.011470588	0.791304348	0.001445833	0.001382667	0.047576471	5.382954545	0.004969474	0.004586735	0.003305941	0	0.001292381	0.004603774	0.001059459	6.59E-05	0.00076281	0.00008664	0.00027594	3.695620438	0.000112518	0.000213286	3.97E-05	0.000216233	7.63E-05	0.000601307	6.32E-05	3.10E-05	5.99E-06	0.000034	5.76E-06	1.69E-05	0	0.00081573	0	0.000129945	0.000385784	6.22E-05	3.05E-05	4.27E-05	0.000117069	6.621848739	0.036234043	0.000324902	0.003221154	0.004626415	16.07818182	5.082142857	0.005433898	0.01179	0.015520635	0.084651515	1.011470588	0.791304348	0.001445833	0.001382667	0.047576471	5.382954545	0.004969474	0.004586735	0.003305941	0	0.001292381	0.004603774	0.001059459	6.59E-05	0.00076281	0.00008664	0.00027594	3.695620438	0.000112518	0.000213286	3.97E-05	0.000216233	7.63E-05	0.000601307	6.32E-05	3.10E-05	5.99E-06	0.000034	5.76E-06	1.69E-05	0	0.00081573	0	0.000129945	0.000385784	6.22E-05	3.05E-05	4.27E-05	0.000117069	6.621848739	0.035851064	0.000256275	0.002209615	0.002884906	17.65636364	4.071428571	0.005928814	0.01444	0.016507937	0.102348485	1.087941176	0.842173913	0.000987361	0.0011144	0.051176471	5.823863636	0.005441053	0.004923469	0.002339604	0	0.001273333	0.004331132	0.000890811	8.81E-05	0.000778678	0.000048728	0.000341053	3.820437956	8.67E-05	0.000145429	2.45E-05	0.000101986	3.46E-05	0.000610784	4.46E-05	1.33E-05	4.01E-06	2.81E-05	2.20E-06	9.13E-06	0	0.000746067	0	0.000482802	0.000443622	6.89E-05	4.37E-05	0	9.01E-05	6.886554622	86.63251048
R45	0.048148936	0.006162745	0.027038462	0.027018868	1.353272727	1.883928571	0.00889322	0.029133333	0.013080952	0.313181818	0.769852941	0.425217391	0.000662917	0.002646667	0.00932	1.295454545	0.000532316	0.000517959	0.00169703	0	1.66E-06	0.003777358	7.85E-05	0.000106583	8.76E-05	0.00006556	0.000128271	1.92919708	0.000861871	0.002859286	0.000448156	0.002213699	0.000527959	0.000483725	0.000454331	0.000331534	5.85E-05	0.000165964	1.56E-05	8.79E-05	0	0.000267697	0	9.30E-05	2.28E-06	2.02E-05	1.31E-05	0.007826923	4.85E-05	0.001181513	0.048148936	0.006162745	0.027038462	0.027018868	1.353272727	1.883928571	0.00889322	0.029133333	0.013080952	0.313181818	0.769852941	0.425217391	0.000662917	0.002646667	0.00932	1.295454545	0.000532316	0.000517959	0.00169703	0	1.66E-06	0.003777358	7.85E-05	0.000106583	8.76E-05	0.00006556	0.000128271	1.92919708	0.000861871	0.002859286	0.000448156	0.002213699	0.000527959	0.000483725	0.000454331	0.000331534	5.85E-05	0.000165964	1.56E-05	8.79E-05	0	0.000267697	0	9.30E-05	2.28E-06	2.02E-05	1.31E-05	0.007826923	4.85E-05	0.001181513	0.047787234	0.006327451	0.031269231	0.032075472	1.561818182	2.117857143	0.009384746	0.03775	0.017634921	0.398787879	0.842794118	0.43	0.001351667	0.003490667	0.009374118	1.3125	0.001102105	0.001037755	0.001455446	0	8.64E-05	0.003509434	5.58E-05	0.0001865	0.000250496	0.00015792	0.000280602	1.78540146	0.000755396	0.002388571	0.000410851	0.001960274	0.000509388	0.000434771	0.000435096	0.000281472	5.49E-05	0.000153434	1.58E-05	7.12E-05	0	0.00030073	0	0.000210495	0.000794054	2.20E-05	1.63E-05	0.008807692	4.61E-05	0.000954202	0
R46	0.303617021	0.001555686	0.001272885	0.000229245	2.396363636	0.197678571	0.448644068	0.0553	0.00321746	0.112015152	8.363235294	10.04202899	0.000259722	0.001689333	0.057882353	34.89772727	0.005231579	0.004920408	0.001384158	0	0.006786667	0.004616981	9.59E-05	0.000081175	0.000367438	0.00014296	7.67E-05	42.86131387	0.000522518	0.001030714	0.000124255	0.000697945	0.000402857	0.007039216	0.000430955	0.000118528	2.66E-05	9.29E-05	8.27E-06	5.33E-05	0	0.000272753	0	0.004357143	0.002028649	0.000204718	4.40E-05	3.82E-05	8.04E-05	0.017995798	0.303617021	0.001555686	0.001272885	0.000229245	2.396363636	0.197678571	0.448644068	0.0553	0.00321746	0.112015152	8.363235294	10.04202899	0.000259722	0.001689333	0.057882353	34.89772727	0.005231579	0.004920408	0.001384158	0	0.006786667	0.004616981	9.59E-05	0.000081175	0.000367438	0.00014296	7.67E-05	42.86131387	0.000522518	0.001030714	0.000124255	0.000697945	0.000402857	0.007039216	0.000430955	0.000118528	2.66E-05	9.29E-05	8.27E-06	5.33E-05	0	0.000272753	0	0.004357143	0.002028649	0.000204718	4.40E-05	3.82E-05	8.04E-05	0.017995798	0.31	0.001478627	0.0013	0.000553585	2.396363636	0.20625	0.446440678	0.0553	0.003031746	0.110984848	8.130882353	9.67826087	0.000335	0.001718667	0.058776471	34.80681818	0.005261053	0.004897959	0.00139505	0	0.007008571	0.004453774	0.000133694	7.81E-05	0.000389835	0.00021728	8.41E-05	43.8540146	0.00056259	0.001050714	0.000120496	0.000795205	0.000380068	0.007385621	0.000409554	0.000123252	2.44E-05	0.000111084	1.13E-05	5.22E-05	3.99E-05	0.000278933	0	0.004545604	0.002104324	0.000237795	4.70E-05	2.30E-05	9.67E-05	0.018390756	65254.54122
R47	0.28212766	0.001515098	0.001711154	0.001057547	1.091636364	0.196071429	0.166779661	0.04405	0.00175873	0.092787879	6.2	7.376811594	0.000280694	0.001530667	0.052635294	29.63636364	0.004009474	0.003711224	0.00109604	0	0.006286667	0.004573585	0.003600901	0.000163833	0.000396033	0.000346	8.41E-05	36.06569343	0.000599784	0.000685714	0.000177943	0.000975342	0.000388163	0.006396078	0.000427834	0.000185215	3.38E-05	0.000115904	1.04E-05	7.62E-05	0.000161029	0.00027736	0	0.002864286	0.00182	0.000241077	3.63E-05	3.33E-05	8.45E-05	0.012193277	0.28212766	0.001515098	0.001711154	0.001057547	1.091636364	0.196071429	0.166779661	0.04405	0.00175873	0.092787879	6.2	7.376811594	0.000280694	0.001530667	0.052635294	29.63636364	0.004009474	0.003711224	0.00109604	0	0.006286667	0.004573585	0.003600901	0.000163833	0.000396033	0.000346	8.41E-05	36.06569343	0.000599784	0.000685714	0.000177943	0.000975342	0.000388163	0.006396078	0.000427834	0.000185215	3.38E-05	0.000115904	1.04E-05	7.62E-05	0.000161029	0.00027736	0	0.002864286	0.00182	0.000241077	3.63E-05	3.33E-05	8.45E-05	0.012193277	0.29787234	0.001612941	0.0023	0.001739623	1.143818182	0.221428571	0.174576271	0.046766667	0.001915873	0.106015152	6.420588235	7.605797101	0.00032	0.001189733	0.055247059	31.21590909	0.004213684	0.003783673	0.000893168	0	0.006745714	0.004650943	0.003476577	0.000208167	0.000354463	0.00015944	7.59E-05	35.50364964	0.000613957	0.000682429	0.000159574	0.000895205	0.000427823	0.006575163	0.000442739	0.000192638	4.10E-05	0.000128554	1.55E-05	8.32E-05	0.000230514	0.000295056	0	0.002788462	0.001882703	0.000296154	3.97E-05	9.73E-05	7.29E-05	0.01207563	58182.69679
R48	0.036319149	0.003986275	0.016290385	0.015037736	0.086781818	0.772678571	0.001575085	0.008305	0.005347619	0.235	0.694264706	0.416521739	0.000340556	0.0005616	0.011215294	2.904545455	0.000393263	0.000325816	0.000643069	0	0.000763524	0.003936792	0.000101081	0.000124167	0.000789669	0.00010408	0.000113308	1.870072993	0.000412302	0.001609286	0.000191702	0.000955479	0.000209048	0.000445621	0.000214076	0.000166687	3.08E-05	9.16E-05	7.27E-06	5.18E-05	0	0.000280169	0	0.000256044	4.83E-05	6.88E-05	6.58E-06	0.002886538	6.23E-05	0.001480252	0.036319149	0.003986275	0.016290385	0.015037736	0.086781818	0.772678571	0.001575085	0.008305	0.005347619	0.235	0.694264706	0.416521739	0.000340556	0.0005616	0.011215294	2.904545455	0.000393263	0.000325816	0.000643069	0	0.000763524	0.003936792	0.000101081	0.000124167	0.000789669	0.00010408	0.000113308	1.870072993	0.000412302	0.001609286	0.000191702	0.000955479	0.000209048	0.000445621	0.000214076	0.000166687	3.08E-05	9.16E-05	7.27E-06	5.18E-05	0	0.000280169	0	0.000256044	4.83E-05	6.88E-05	6.58E-06	0.002886538	6.23E-05	0.001480252	0.037425532	0.003845098	0.016134615	0.0146	0.064309091	0.781607143	0.001287797	0.006883333	0.004995238	0.216666667	0.642941176	0.388985507	0.000457639	0.000620533	0.010311765	2.6875	0.000302316	0.000259592	0.000578812	0	0.000544762	0.004027358	9.97E-05	0.000123833	0.000724711	0.0001	0.000102256	1.778832117	0.000401655	0.001298571	0.000176596	0.000869178	0.000253673	0.000423725	0.000199809	0.000126933	2.58E-05	9.41E-05	7.68E-06	4.45E-05	0	0.000303146	0	0.000225165	4.74E-05	3.82E-05	9.51E-06	0.003224519	4.97E-05	0.001363025	814.0022608
R49	0.019355319	0.002292157	0.0181	0.016520755	0.041072727	0.092571429	0.002005085	0.02165	0.001652381	0.582424242	0.903382353	0.346521739	0.000141389	0.0002636	0.007552941	1.382954545	0.000262211	0.000231122	0.000483366	0	0.000314667	0.003923585	0.000112703	0.0000285	0.000179091	0.00006648	1.96E-05	1.489051095	0.00012295	0.000132	3.87E-05	0.000252123	3.22E-05	0.000311961	7.68E-05	5.74E-05	0.0000134	6.51E-05	3.46E-06	3.22E-05	0	0.000311685	0	0.000449066	2.16E-05	3.32E-05	1.02E-05	8.87E-05	5.25E-05	0.001621429	0.019355319	0.002292157	0.0181	0.016520755	0.041072727	0.092571429	0.002005085	0.02165	0.001652381	0.582424242	0.903382353	0.346521739	0.000141389	0.0002636	0.007552941	1.382954545	0.000262211	0.000231122	0.000483366	0	0.000314667	0.003923585	0.000112703	0.0000285	0.000179091	0.00006648	1.96E-05	1.489051095	0.00012295	0.000132	3.87E-05	0.000252123	3.22E-05	0.000311961	7.68E-05	5.74E-05	0.0000134	6.51E-05	3.46E-06	3.22E-05	0	0.000311685	0	0.000449066	2.16E-05	3.32E-05	1.02E-05	8.87E-05	5.25E-05	0.001621429	0.022765957	0.002294118	0.019111538	0.017703774	0.046	0.117482143	0.002411864	0.02305	0.001919048	0.597424242	0.93	0.360434783	0.000193333	0.000588533	0.007632941	1.439772727	0.000252	0.000243469	0.000489604	0	0.00020981	0.00375566	5.91E-05	0.0000096	0.00017314	0.00009912	1.58E-05	1.467883212	0.000130288	0.0001735	3.88E-05	0.00020911	4.00E-05	0.00031915	8.22E-05	6.41E-05	1.31E-05	5.51E-05	3.93E-06	4.29E-05	0	0.000301798	0	0.000454451	2.33E-05	2.44E-05	1.11E-05	0.000287212	5.02E-05	0.001631092	415.6651594
R50	0.019378723	0.000489804	0.001946154	0.001663396	0.299090909	0.014398214	0.000437966	0.02245	0.003539683	0.057257576	0.192352941	0.124666667	0.000282222	0.000411333	0.019694118	1.367045455	0.005626316	0.004956122	0.000348911	0	0.000725905	0.004006604	0.000308919	3.12E-05	0.000907438	0	4.02E-05	0.546131387	9.46E-06	8.09E-06	2.43E-06	1.53E-05	6.02E-06	0.000110784	4.44E-06	7.07E-06	1.63E-06	2.52E-05	6.03E-07	4.02E-06	0	0.000365056	0	0.000211923	1.91E-05	5.90E-05	5.55E-05	0	3.40E-05	0.129663866	0.019378723	0.000489804	0.001946154	0.001663396	0.299090909	0.014398214	0.000437966	0.02245	0.003539683	0.057257576	0.192352941	0.124666667	0.000282222	0.000411333	0.019694118	1.367045455	0.005626316	0.004956122	0.000348911	0	0.000725905	0.004006604	0.000308919	3.12E-05	0.000907438	0	4.02E-05	0.546131387	9.46E-06	8.09E-06	2.43E-06	1.53E-05	6.02E-06	0.000110784	4.44E-06	7.07E-06	1.63E-06	2.52E-05	6.03E-07	4.02E-06	0	0.000365056	0	0.000211923	1.91E-05	5.90E-05	5.55E-05	0	3.40E-05	0.129663866	0.015929787	0.000440196	0.001855	0.001397925	0.272545455	0.013671429	0.00041661	0.01955	0.002712698	0.061606061	0.187647059	0.113144928	0.000314722	0.0002532	0.017882353	1.263636364	0.005247368	0.004623469	0.000334059	0	0.000308476	0.004083019	0.000248559	2.92E-05	0.000941322	0.000037776	4.98E-05	0.567226277	5.25E-06	6.93E-06	5.66E-07	2.14E-05	0	0.000118954	1.22E-05	9.15E-07	1.75E-06	2.91E-05	4.96E-07	1.32E-05	0	0.000376517	0	0.000264176	1.90E-05	5.64E-05	6.62E-05	0	3.02E-05	0.134621849	417.6758267
R51	0.083723404	0.023980392	0.065538462	0.068320755	11.74727273	11.82678571	0.018728814	0.089716667	0.100126984	0.341060606	0.621617647	0.280869565	0.002497222	0.006709333	0.035047059	4.428409091	0.014284211	0.012959184	0.000264257	0	0.001378095	0.005250943	0.00037045	0.000732583	0.001603306	0	0.000814286	1.286861314	0.002378417	0.006649286	0.000948227	0.003887671	0.000932653	0.000397843	0.000729299	0.000495276	8.63E-05	0.000268133	2.62E-05	0.000179942	0	0.000415449	0	0.000193571	4.20E-05	0.000162205	0.000182439	0.015658654	0.000404095	0.088991597	0.083723404	0.023980392	0.065538462	0.068320755	11.74727273	11.82678571	0.018728814	0.089716667	0.100126984	0.341060606	0.621617647	0.280869565	0.002497222	0.006709333	0.035047059	4.428409091	0.014284211	0.012959184	0.000264257	0	0.001378095	0.005250943	0.00037045	0.000732583	0.001603306	0	0.000814286	1.286861314	0.002378417	0.006649286	0.000948227	0.003887671	0.000932653	0.000397843	0.000729299	0.000495276	8.63E-05	0.000268133	2.62E-05	0.000179942	0	0.000415449	0	0.000193571	4.20E-05	0.000162205	0.000182439	0.015658654	0.000404095	0.088991597	0.079744681	0.02427451	0.067403846	0.070962264	12.04727273	11.95714286	0.01959322	0.090066667	0.103047619	0.353787879	0.639117647	0.284492754	0.002322222	0.006964	0.033811765	4.480681818	0.014536842	0.013163265	0.000184554	0	0.001759048	0.004679245	0.000304054	0.000472083	0.001350413	7.78E-07	0.000670752	1.098540146	0.002099281	0.005657857	0.00081773	0.003353425	0.000671837	0.000355163	0.000679618	0.000419387	8.45E-05	0.000230602	3.04E-05	0.000188314	0	0.000389494	0	0.000169231	3.50E-05	0.000142667	0.000168878	0.014014423	0.000377371	0.078907563	524.8020494
R52	0.131297872	0.006360784	0.007423077	0.006909434	4.143636364	2.866071429	0.046661017	0.136383333	0.056285714	0.261969697	3.292647059	2.589855072	0.001163611	0.00178	0.095576471	8.542045455	0.000387684	0.000300918	0.000187624	0	0.002129524	0.004413208	0.001130631	0.000523833	0.000308926	0.00003184	0.002049624	14.41605839	0.004347482	0.012085714	0.002039716	0.009972603	0.002718367	0.003199346	0.002830573	0.001925153	0.000374727	0.000998193	0.000110828	0.000575698	4.36E-05	0.000293202	0	5.53E-05	0.000745405	8.37E-05	4.49E-05	0.003908654	6.04E-05	0.004186134	0.131297872	0.006360784	0.007423077	0.006909434	4.143636364	2.866071429	0.046661017	0.136383333	0.056285714	0.261969697	3.292647059	2.589855072	0.001163611	0.00178	0.095576471	8.542045455	0.000387684	0.000300918	0.000187624	0	0.002129524	0.004413208	0.001130631	0.000523833	0.000308926	0.00003184	0.002049624	14.41605839	0.004347482	0.012085714	0.002039716	0.009972603	0.002718367	0.003199346	0.002830573	0.001925153	0.000374727	0.000998193	0.000110828	0.000575698	4.36E-05	0.000293202	0	5.53E-05	0.000745405	8.37E-05	4.49E-05	0.003908654	6.04E-05	0.004186134	0.127765957	0.006523529	0.007421154	0.007611321	4.1	3.064285714	0.047	0.134283333	0.057666667	0.255606061	3.254411765	2.555072464	0.001465278	0.001553333	0.090682353	8.4125	0.000327579	0.00028949	0.000181386	0	0.002040952	0.004876415	0.001202703	0.00058125	0.000289008	0	0.002159398	14.67883212	0.004705036	0.012785714	0.002182979	0.010760274	0.002848299	0.003324837	0.002957325	0.002102454	0.000398606	0.000998795	0.000120178	0.000565756	4.21E-05	0.000298258	0	3.56E-05	0.000741622	4.64E-05	5.32E-05	0.004603846	5.59E-05	0.004187815	54.96638505
R53	0.192851064	0.004313725	0.011240385	0.016358491	5.98	0.113375	0.004738983	0.1084	0.0128	0.406969697	0.3875	0.038681159	0.000289444	0.000908667	0.026282353	11.625	0.000578105	0.000473061	7.63E-05	0	0.005059048	0.006889623	0.00218018	2.87E-05	0.000885124	0.000041464	3.23E-05	0.17919708	0.000676043	0.000385143	0.000166738	0.000926712	0.000252177	0.000101046	0.000428599	0.000375644	7.84E-05	0.000237771	2.20E-05	0.000146977	0	0.000335	0	2.71E-05	4.69E-05	0.000526667	2.17E-05	0.000109567	0.000125172	0.010802521	0.192851064	0.004313725	0.011240385	0.016358491	5.98	0.113375	0.004738983	0.1084	0.0128	0.406969697	0.3875	0.038681159	0.000289444	0.000908667	0.026282353	11.625	0.000578105	0.000473061	7.63E-05	0	0.005059048	0.006889623	0.00218018	2.87E-05	0.000885124	0.000041464	3.23E-05	0.17919708	0.000676043	0.000385143	0.000166738	0.000926712	0.000252177	0.000101046	0.000428599	0.000375644	7.84E-05	0.000237771	2.20E-05	0.000146977	0	0.000335	0	2.71E-05	4.69E-05	0.000526667	2.17E-05	0.000109567	0.000125172	0.010802521	0.203595745	0.003739216	0.010409615	0.014515094	5.176363636	0.105053571	0.004133898	0.089733333	0.012414286	0.362727273	0.345588235	0.03242029	0.000384583	0.000894133	0.0244	9.556818182	0.000552842	0.000487143	9.02E-05	0	0.004095238	0.006873585	0.002466667	4.33E-05	0.000896694	0.00011584	8.98E-05	0.176861314	0.000716115	0.000393	0.000174752	0.000931507	0.000267891	0.000110523	0.000426688	0.000350307	9.02E-05	0.000256446	2.90E-05	0.000150814	0	0.000338427	0	4.68E-05	0.000125838	0.000412564	2.87E-05	0.000276538	0.00010444	0.010684874	1209.245459
R54	0.014821277	0.006747059	0.401538462	0.393962264	2.52	11.55357143	0.005794915	0.5265	0.006419048	0.064409091	0.3125	0.217101449	0.002055556	0.001071867	0.003056471	1.894318182	0.002696842	0.0025	2.01E-05	0	0.000668381	0.003572642	2.54E-05	0.00002475	0.000273223	0.00006484	8.74E-05	0.9	1.83E-05	2.57E-05	1.45E-06	3.55E-05	1.55E-05	0.000181895	1.49E-05	6.39E-06	1.16E-06	2.15E-05	0	3.19E-06	0	0.000301966	0	8.40E-05	4.62E-05	1.93E-05	6.43E-06	0	3.48E-05	0.000363908	0.014821277	0.006747059	0.401538462	0.393962264	2.52	11.55357143	0.005794915	0.5265	0.006419048	0.064409091	0.3125	0.217101449	0.002055556	0.001071867	0.003056471	1.894318182	0.002696842	0.0025	2.01E-05	0	0.000668381	0.003572642	2.54E-05	0.00002475	0.000273223	0.00006484	8.74E-05	0.9	1.83E-05	2.57E-05	1.45E-06	3.55E-05	1.55E-05	0.000181895	1.49E-05	6.39E-06	1.16E-06	2.15E-05	0	3.19E-06	0	0.000301966	0	8.40E-05	4.62E-05	1.93E-05	6.43E-06	0	3.48E-05	0.000363908	0.012468085	0.005921569	0.356923077	0.347735849	2.650909091	9.564285714	0.005655932	0.561	0.005515873	0.063121212	0.281911765	0.18884058	0.001246528	0.000971733	0.002830588	1.619318182	0.002251579	0.002078571	2.01E-05	0	0.000114762	0.003849057	4.55E-06	3.13E-05	0.000272314	0.000069952	8.44E-06	0.974452555	3.73E-05	3.74E-05	7.01E-06	3.22E-05	2.89E-06	0.00021085	1.53E-05	3.72E-06	1.50E-06	2.48E-05	0	6.21E-06	0	0.000328427	0	6.96E-05	1.51E-06	2.36E-05	1.01E-06	0	3.72E-05	0.000391681	0
R55	0.003031915	0.001737647	0.006073077	0.009530189	69.45454545	8.323214286	1.413728814	0.594333333	0.051777778	0.799090909	1.161176471	0.409275362	0.002220833	0.002074667	0.0382	0.713295455	6.02E-05	4.27E-05	1.95E-05	0	0.00104381	0.00494434	0.000784685	0.00017575	0.000108099	0	4.91E-05	1.876642336	0.005816547	0.030835714	0.002795035	0.012979452	0.003193197	0.001080392	0.003257325	0.002358282	0.000401091	0.001049398	0.000120888	0.000693023	0	0.000297809	0	1.91E-05	3.63E-06	0.000135231	0.000118829	0.002457692	3.42E-05	0.006563025	0.003031915	0.001737647	0.006073077	0.009530189	69.45454545	8.323214286	1.413728814	0.594333333	0.051777778	0.799090909	1.161176471	0.409275362	0.002220833	0.002074667	0.0382	0.713295455	6.02E-05	4.27E-05	1.95E-05	0	0.00104381	0.00494434	0.000784685	0.00017575	0.000108099	0	4.91E-05	1.876642336	0.005816547	0.030835714	0.002795035	0.012979452	0.003193197	0.001080392	0.003257325	0.002358282	0.000401091	0.001049398	0.000120888	0.000693023	0	0.000297809	0	1.91E-05	3.63E-06	0.000135231	0.000118829	0.002457692	3.42E-05	0.006563025	0.002410638	0.001849804	0.006221154	0.01029434	65.16363636	8.291071429	1.323898305	0.557666667	0.055555556	0.774848485	1.125882353	0.39826087	0.001859722	0.002473333	0.036282353	0.685681818	6.10E-05	4.71E-05	1.40E-05	0	0.000836476	0.004925472	0.000776667	0.000259583	0.000123554	0.000069216	8.17E-05	1.925547445	0.005796403	0.031921429	0.002766667	0.013575342	0.003046939	0.001105229	0.00328535	0.002390798	0.000430424	0.001108434	0.000127692	0.000698837	0	0.000298315	0	2.87E-05	3.38E-06	0.000134667	0.00012239	0.002566346	3.38E-05	0.006806723	5.31245042
R56	0.361914894	0.000579608	0.006121154	0.005164151	1344.545455	0.64125	1.487627119	6.383333333	0.913650794	0.545151515	0.614705882	0.137811594	0.008193056	0.00448	0.091635294	8.329545455	6.11E-05	0.000108469	5.33E-05	0	0.002832381	0.212075472	3.32972973	0.000207667	0.000234876	0.00010848	0.000274737	2.672992701	0.198561151	1.061428571	0.088510638	0.423972603	0.092108844	0.020797386	0.098152866	0.074969325	0.014181818	0.035409639	0.003772189	0.019284884	0.003104571	0.00186573	0.000263315	0.00044467	0.003007568	0.001796923	0.001541951	0.029581731	0.000166034	6.478991597	0.361914894	0.000579608	0.006121154	0.005164151	1344.545455	0.64125	1.487627119	6.383333333	0.913650794	0.545151515	0.614705882	0.137811594	0.008193056	0.00448	0.091635294	8.329545455	6.11E-05	0.000108469	5.33E-05	0	0.002832381	0.212075472	3.32972973	0.000207667	0.000234876	0.00010848	0.000274737	2.672992701	0.198561151	1.061428571	0.088510638	0.423972603	0.092108844	0.020797386	0.098152866	0.074969325	0.014181818	0.035409639	0.003772189	0.019284884	0.003104571	0.00186573	0.000263315	0.00044467	0.003007568	0.001796923	0.001541951	0.029581731	0.000166034	6.478991597	0.404680851	0.00052902	0.004676923	0.004592453	1406.545455	0.677142857	1.536610169	6.481666667	0.941746032	0.536818182	0.604264706	0.132855072	0.008316667	0.004589333	0.091529412	8.340909091	5.94E-05	0.000117041	5.22E-05	0	0.002908571	0.185188679	2.873873874	0.000136833	0.00021843	0.00026944	0.000241805	2.315328467	0.175611511	0.932857143	0.07787234	0.370410959	0.080884354	0.018640523	0.087133758	0.066503067	0.01249697	0.031409639	0.003378107	0.017372093	0.002856571	0.001641011	0.000258011	0.000394396	0.002571892	0.001966154	0.001282927	0.026048077	0.000141466	5.600840336	86293.19981
R57	0.021187234	0.003627451	0.002363462	0.00225283	0.072254545	0.037285714	0.000421356	0.014035	0.001744444	0.142348485	0.490588235	0.313188406	0.000215	0.000712533	0.021988235	7.9125	0.001943158	0.001704082	0.000147822	0	0.002437143	0.004401887	0.000117568	4.54E-05	0.00011595	0.0001192	0.00013203	1.445985401	7.76E-05	0.000183286	2.80E-05	0.000156781	3.41E-05	0.000357124	5.11E-05	2.59E-05	0.00000542	3.38E-05	2.01E-06	1.87E-05	4.21E-05	0.000275225	0	9.27E-05	5.45E-05	0.000298154	3.39E-05	5.05E-05	2.16E-05	0.005991597	0.021187234	0.003627451	0.002363462	0.00225283	0.072254545	0.037285714	0.000421356	0.014035	0.001744444	0.142348485	0.490588235	0.313188406	0.000215	0.000712533	0.021988235	7.9125	0.001943158	0.001704082	0.000147822	0	0.002437143	0.004401887	0.000117568	4.54E-05	0.00011595	0.0001192	0.00013203	1.445985401	7.76E-05	0.000183286	2.80E-05	0.000156781	3.41E-05	0.000357124	5.11E-05	2.59E-05	0.00000542	3.38E-05	2.01E-06	1.87E-05	4.21E-05	0.000275225	0	9.27E-05	5.45E-05	0.000298154	3.39E-05	5.05E-05	2.16E-05	0.005991597	0.018151064	0.003286275	0.002115385	0.001924528	0.073418182	0.036160714	0.000482373	0.013151667	0.001102857	0.126272727	0.468235294	0.305362319	0.000326806	0.000433067	0.022494118	7.728409091	0.001754737	0.001571429	0.00015802	0	0.00218	0.003870755	0.00016973	0.0000414	0.000121653	0.00004304	0.000132932	1.43649635	9.50E-05	0.000295214	3.97E-05	0.000199452	5.87E-05	0.000356863	5.70E-05	4.63E-05	1.09E-05	3.62E-05	3.03E-06	1.27E-05	0	0.000270562	0	7.34E-05	1.44E-05	0.000279026	2.83E-05	0.000115817	2.59E-05	0.006172269	85.65861495
